iter	Passed	Remaining
1672	20834	4072
1673	20846	4059
1674	20857	4047
1675	20871	4034
1676	20882	4022
1677	20896	4009
1678	20909	3997
1679	20921	3985
1680	20933	3972
1681	20944	3959
1682	20956	3947
1683	20970	3935
1684	20983	3922
1685	20997	3910
1686	21009	3898
1687	21022	3885
1688	21034	3873
1689	21045	3860
1690	21057	3847
1691	21070	3835
1692	21084	3823
1693	21097	3811
1694	21110	3798
1695	21124	3786
1696	21137	3774
1697	21150	3761
1698	21163	3749
1699	21176	3736
1700	21190	3724
1701	21205	3712
1702	21219	3700
1703	21232	3688
1704	21243	3675
1705	21256	3663
1706	21269	3650
1707	21283	3638
1708	21297	3626
1709	21311	3614
1710	21325	3601
1711	21338	3589
1712	21353	3577
1713	21367	3565
1714	21383	3553
1715	21399	3541
1716	21416	3529
1717	21431	3517
1718	21448	3506
1719	21464	3494
1720	21481	3482
1721	21498	3470
1722	21512	3458
1723	21526	3446
1724	21540	3433
1725	21554	3421
1726	21569	3409
1727	21583	3397
1728	21598	3385
1729	21612	3373
1730	21627	3360
1731	21642	3348
1732	21658	3336
1733	21671	3324
1734	21684	3312
1735	21697	3299
1736	21711	3287
1737	21725	3275
1738	21739	3262
1739	21750	3250
1740	21762	3237
1741	21773	3224
1742	21786	3212
1743	21798	3199
1744	21811	3187
1745	21822	3174
1746	21834	3162
1747	21846	3149
1748	21858	3136
1749	21870	3124
1750	21882	3111
1751	21896	3099
1752	21910	3087
1753	21921	3074
1754	21934	3062
1755	21948	3049
1756	21960	3037
1757	21973	3024
1758	21985	3012
1759	21996	2999
1760	22008	2986
1761	22020	2974
1762	22031	2961
1763	22042	2948
1764	22053	2936
1765	22065	2923
1766	22077	2911
1767	22090	2898
1768	22104	2886
1769	22116	2873
1770	22128	2861
1771	22140	2848
1772	22152	2836
1773	22164	2823
1774	22177	2811
1775	22188	2798
1776	22200	2785
1777	22211	2773
1778	22223	2760
1779	22234	2748
1780	22249	2735
1781	22262	2723
1782	22275	2710
1783	22288	2698
1784	22302	2686
1785	22316	2673
1786	22327	2661
1787	22339	2648
1788	22351	2636
1789	22365	2623
1790	22377	2611
1791	22389	2598
1792	22402	2586
1793	22414	2573
1794	22428	2561
1795	22439	2548
1796	22451	2536
1797	22463	2523
1798	22474	2511
1799	22488	2498
1800	22500	2486
1801	22513	2473
1802	22525	2461
1803	22537	2448
1804	22549	2436
1805	22561	2423
1806	22574	2411
1807	22587	2398
1808	22599	2386
1809	22611	2373
1810	22623	2360
1811	22635	2348
1812	22647	2335
1813	22659	2323
1814	22673	2311
1815	22685	2298
1816	22697	2286
1817	22711	2273
1818	22723	2261
1819	22735	2248
1820	22746	2235
1821	22757	2223
1822	22769	2210
1823	22782	2198
1824	22794	2185
1825	22806	2173
1826	22817	2160
1827	22829	2148
1828	22841	2135
1829	22853	2122
1830	22865	2110
1831	22877	2097
1832	22889	2085
1833	22901	2072
1834	22914	2060
1835	22927	2047
1836	22939	2035
1837	22951	2022
1838	22964	2010
1839	22976	1997
1840	22989	1985
1841	23001	1972
1842	23014	1960
1843	23029	1948
1844	23046	1936
1845	23092	1926
1846	23133	1916
1847	23168	1905
1848	23202	1894
1849	23221	1882
1850	23235	1870
1851	23248	1857
1852	23259	1845
1853	23272	1832
1854	23283	1819
1855	23295	1807
1856	23307	1794
1857	23319	1782
1858	23331	1769
1859	23344	1757
1860	23356	1744
1861	23368	1731
1862	23380	1719
1863	23393	1706
1864	23405	1694
1865	23418	1681
1866	23431	1669
1867	23442	1656
1868	23454	1643
1869	23468	1631
1870	23481	1618
1871	23493	1606
1872	23506	1593
1873	23521	1581
1874	23534	1568
1875	23548	1556
1876	23563	1544
1877	23577	1531
1878	23591	1519
1879	23605	1506
1880	23618	1494
1881	23631	1481
1882	23644	1469
1883	23655	1456
1884	23667	1443
1885	23678	1431
1886	23691	1418
1887	23703	1406
1888	23715	1393
1889	23726	1380
1890	23737	1368
1891	23751	1355
1892	23764	1343
1893	23777	1330
1894	23789	1318
1895	23801	1305
1896	23813	1292
1897	23825	1280
1898	23836	1267
1899	23848	1255
1900	23859	1242
1901	23871	1229
1902	23882	1217
1903	23893	1204
1904	23905	1192
1905	23916	1179
1906	23928	1166
1907	23939	1154
1908	23953	1141
1909	23966	1129
1910	23980	1116
1911	23993	1104
1912	24005	1091
1913	24016	1079
1914	24028	1066
1915	24040	1053
1916	24053	1041
1917	24065	1028
1918	24077	1016
1919	24089	1003
1920	24102	991
1921	24115	978
1922	24129	966
1923	24142	953
1924	24156	941
1925	24172	928
1926	24186	916
1927	24200	903
1928	24211	891
1929	24223	878
1930	24236	866
1931	24249	853
1932	24262	840
1933	24275	828
1934	24288	815
1935	24300	803
1936	24312	790
1937	24324	778
1938	24338	765
1939	24349	753
1940	24363	740
1941	24375	728
1942	24387	715
1943	24400	702
1944	24411	690
1945	24423	677
1946	24434	665
1947	24446	652
1948	24458	640
1949	24470	627
1950	24482	614
1951	24494	602
1952	24505	589
1953	24517	577
1954	24529	564
1955	24541	552
1956	24553	539
1957	24567	526
1958	24578	514
1959	24590	501
1960	24603	489
1961	24614	476
1962	24626	464
1963	24638	451
1964	24651	439
1965	24665	426
1966	24679	414
1967	24693	401
1968	24709	389
1969	24724	376
1970	24737	363
1971	24752	351
1972	24766	338
1973	24779	326
1974	24792	313
1975	24805	301
1976	24818	288
1977	24831	276
1978	24843	263
1979	24854	251
1980	24866	238
1981	24879	225
1982	24891	213
1983	24902	200
1984	24915	188
1985	24927	175
1986	24939	163
1987	24951	150
1988	24963	138
1989	24976	125
1990	24988	112
1991	24999	100
1992	25010	87
1993	25023	75
1994	25037	62
1995	25049	50
1996	25062	37
1997	25074	25
1998	25086	12
1999	25098	0
